County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Monroe,The Mall at Greece Ridge Sat Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Saturday  8am-3pm,June 6-October 31,M,Y,N,N,Y,43.20677,-77.69406,"(43.20677, -77.69406)"
Bronx,Riverdale Y Sunday Farmers' Market,4545 Independence Ave. Bronx,649 W 237th St,Bronx,NY,10463,Shira Silverman,7188771270,http://www.riverdaley.org/community/Sunday-market,Sunday  9am-2pm,June 14-November 22,P/M,Y,N,N,Y,40.888442,-73.912784,"(40.888442, -73.912784)"
Westchester,Fable: From Farm to Table Farm Stand,1311 Kitchawan Rd.  Ossining,1311 Kitchawan Road,Ossining,NY,10562,Tom Deacon,9148620205,http://www.fablefoods.com,Sat/Sun  10am-3pm,July 26-December 20,M/X,Y,N,N,Y,41.21059,-73.81496,"(41.21059, -73.81496)"
Orleans,Circle R Farm Market,13490 Roosevelt Highway  Waterport,13490 Roosevelt Highway,Waterport,NY,14571,Laurie Gregori,5856824435,http://www.facebook.com/CircleRFruitFarms/,Daily  9am-8pm,May 15-October 15,P/M,Y,N,N,Y,43.36049,-78.24848,"(43.36049, -78.24848)"
Lewis,Lyons Falls Farmers' Market,Riverside Park 6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Amanda Jones,6802225707,http://www.lyonsfallsalive.org,Tuesday  12pm-5pm,June 23-October 13,M,Y,N,N,Y,43.61458,-75.3562,"(43.61458, -75.3562)"
Essex,Ticonderoga Area Farmers' Market,1114 Wicker Street near Walmart entrance,1114 Wicker Street,Ticonderoga,NY,12883,Mathew Courtright,5185856619,http://www.ticonderogany.com,Saturday  10am-1pm,July 11-September 26,M,Y,N,N,Y,43.85688,-73.43642,"(43.85688, -73.43642)"
Cattaraugus,Salamanca Farmers Market,768 Broad St Salamanca,768 Broad St,Salamanca,NY,14779,Rachael Ferguson,7168608419,,Tuesday 11am-5pm,May 26-October 13,P/M,Y,N,N,Y,42.1593,-78.74484,"(42.1593, -78.74484)"
Franklin,JCEO MM-Alice Hyde Medical Center,135 Park St. at 6th St Malone,135 Park St.,Malone,NY,12953,Richard LaVigne,5183194028,http://www.jceo.org,Wed  11:15am-2pm,June 12-October 14,M,Y,Y,N,Y,44.85654,-74.29187,"(44.85654, -74.29187)"
Onondaga,Bayberry Plaza Farmers' Market,Kinney lot 7608 Oswego Rd. Liverpool,7608 Oswego Rd,Liverpool,NY,13090,Madison Cline,3156521463,http://www.bayberryplaza.com,Wednesday  8am-2pm,May 6-October 31,P/M,Y,N,N,Y,43.13779,-76.22602,"(43.13779, -76.22602)"
Tompkins,Indian Creek Farm Farm Stand,1408 Trumansburg Rd Ithaca,1408 Trumansburg Rd,Ithaca,NY,14850,Alice Brigance,5044328696,http://www.indiancreekithaca.com,Daily 8am-8pm,June 1-November 15,M,Y,N,N,Y,42.4718,-76.54806,"(42.4718, -76.54806)"
Cayuga,Auburn Thu Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609,http://www.auburnfarmerscoopmarketinc.com,Thu 7am-2pm,June 4-October 29,M,Y,Y,N,Y,42.93401,-76.57007,"(42.93401, -76.57007)"
New York,Gouverneur Health GrowNYC Farm Stand,Madison St. btwn Clinton & Jefferson Sts.,227 Madison Street,New York,NY,10002,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Thursday  9am-2pm,July 20-November 20,M,Y,Y,N,Y,40.71321,-73.98779,"(40.71321, -73.98779)"
Monroe,Curbside Market-James Dobson Apts,150 Van Auker St. Rochester,150 Van Auker Street,Rochester,NY,14608,Andrea Cuzenz,5854134069,http://www.foodlinkny.org,Sat 2:15pm-3:30pm,July 11-December 19,M/X,Y,Y,N,Y,43.14997,-77.62109,"(43.14997, -77.62109)"
Cortland,Virgil Farmers' Market,"Hollenbecks Cider Mill, 1266 NY Rte 392 Cortland",1266 State Route 392,Virgil,NY,13045,Matt Hollenbeck,6078356455,http://hollenbeckscidermill.com,Saturday  9am-1pm,June 20-October 10,M,Y,N,N,Y,42.51058,-76.19184,"(42.51058, -76.19184)"
Chautauqua,Lakewood Farmers' Market,Chautauqua Ave at E. Summit St,Chautauqua Ave and East Summit St,Lakewood,NY,14750,Mary Currie,7167638557,https://www.facebook.com/lakewoodnyfarmersmarket/,Thursday  10am-2pm,June 18-September 3,M,Y,N,N,Y,42.10338,-79.32624,"(42.10338, -79.32624)"
Cattaraugus,Miller's Farm Market,1685 Olean Portville Rd. Olean,1685 Olean Portville Rd.,Olean,NY,14760,Keith Miller,7163722521,,Daily 9am-5pm,April-December,P/M/X,Y,Y,N,Y,42.071439,-78.39814,"(42.071439, -78.39814)"
Queens,Ditmars Park GrowNYC Farm Stand,Ditmars Park on Steinway St. Long Island City,22-00 Steinway St.,Queens,NY,11105,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday  9:30am-2pm,July 18-November 20,M,Y,Y,N,Y,40.77165,-73.90699,"(40.77165, -73.90699)"
Onondaga,Brady Farm Farm Stand,150 Ford Ave Syracuse,150 Ford Ave,Syracuse,NY,13207,Jessi Lyons,3154204521,http://www.bradyfarm.org,Saturday 9am-12pm,June 6-October 24,M,Y,Y,N,Y,43.01343,-76.15644,"(43.01343, -76.15644)"
Erie,Clinton Bailey Sat Farmers' Market,"1443-1517 Clinton St. Buffalo, corner of Clinton & Bailey Sts.",Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,"Saturday  4am-6pm, Nov-Apr  6am-12pm",Year-round,YR,Y,Y,N,Y,42.87205,-78.81998,"(42.87205, -78.81998)"
Schenectady,Veggie Mobile-Schenectady DSS,797 Broadway,797 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon  3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.80375,-73.95193,"(42.80375, -73.95193)"
Saratoga,My Other Garden Farm Stand,2192 Cook Road Ballston Lake,2192 Cook Road,Ballston Lake,NY,12019,Maria Matthews,5188825416,https://www.facebook.com/My-Other-Garden-115864378623340/,"Daily 10am-6pm, closed Tuesday",June-November,M,Y,N,N,Y,42.97542,-73.99127,"(42.97542, -73.99127)"
Nassau,Crossroads Farm Farm Stand,480 Hempstead Ave. Malverne,480 Hempstead Ave,Malverne,NY,11565,Nella Stranieri,5168817900,http://www.xroadsfarmliny.com,"Fri 3pm-6pm;, Sat 9am-12pm;, Sun 10am-12pm",June 15-October 30,M,Y,N,N,Y,40.68066,-73.66376,"(40.68066, -73.66376)"
Niagara,North Tonawanda City Sat Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Matt Parrish,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Saturday  7am-1pm,Year-round,YR,Y,N,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Saratoga,Arnolds Farm Fresh Produce Farm Stand,1319 Sacandaga Rd. West Charlton,1319 Sacandaga Rd,West Charlton,NY,12010,Jason Arnold,5182699562,http://www.arnoldsproduce.com,Daily 10am-6pm,June 1-November 23,M,Y,N,N,Y,42.96962,-74.02911,"(42.96962, -74.02911)"
New York,82nd Street Saint Stephen's Greenmarket,408 E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10128,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506,"(40.77394, -73.9506)"
Kings,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave btwn Menahan St & Grove St. Bushwick,Knickerbocker Ave,Bushwick,NY,10301,Novelette Scott,7188210254,http://www.riseboro.org,Wednesday 9am-3pm,May 20-November 24,P/M,Y,N,N,Y,40.70117,-73.92252,"(40.70117, -73.92252)"
Sullivan,Sullivan Fresh Monticello Farmers' Market,10 Jefferson St Monticello,512 Broadway,Monticello,NY,12701,Michelle Proscia,8452926180,http://www.sullivancce.org,Monday 11am-2pm,July 6-September 28,M,Y,Y,N,Y,41.65611,-74.69106,"(41.65611, -74.69106)"
Ulster,Heart of the Hudson Valley Farmers' Market,Cluett-Schantz Park 1801-1805 Rt 9W Milton,1801-1805 Rt 9W,Milton,NY,12547,Sheila Mannese,8456167824,http://www.hhvfarmersmarket.com,Saturday  10am-2pm,June 20-October 3,M,Y,N,N,Y,41.65312,-73.96193,"(41.65312, -73.96193)"
Oneida,Clinton Farmers' Market,Village Green  21 West Park Row,21 West Park Row,Clinton,NY,13323,Jackie Walters,3158531735,http://www.clintonnychamber.org,Thursday  10am-4pm,June 4-October 1,M,Y,Y,N,Y,43.04932,-75.37881,"(43.04932, -75.37881)"
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 10-November 22,P/M,Y,Y,Y,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Erie,MAP Mobile Market-Salvation Army,960 Main St. at High St. Buffalo,960 Main Street,Buffalo,NY,14202,Danielle Rovillo,7168825327,http://www.mass-ave.org,Tuesday 11am-1pm,Aug 1-October 27,M,Y,Y,N,Y,42.90008,-78.87024,"(42.90008, -78.87024)"
Delaware,Franklin Farmers' Market,Chapel Hall 25 Institute St.,25 Institute St.,Franklin,NY,13775,Brian Brock,5187060612,http://www.facebook.com/Franklin-NY-Farmers-Market-123602750996783/,Sunday  10am-2pm,May 24-October 11,P/M,Y,N,N,Y,42.33901,-75.1672,"(42.33901, -75.1672)"
Genesee,Genesee Country Thursday Farmers' Market,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853,,Thursday 9am-4pm,June 11-October 27,M,Y,Y,N,Y,42.99905,-78.18151,"(42.99905, -78.18151)"
Oneida,Oneida County Public Market,"REA Wing  Union Station, 321 Main St. Downtown Utica",321 Main Street,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 16-December 26,P/M,Y,Y,Y,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Nassau,Roslyn Farmers' Market,Christopher Morley Park 500 Searingtown Rd. Roslyn,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,June 3-November 25,M,Y,N,N,Y,40.78188,-73.66277,"(40.78188, -73.66277)"
Chemung,EastSide Farmers' Market,"West Lawn of Holiday Inn  , 760 E. Water St. Elmira",760 East Water St,Elmira,NY,14901,Danielle Howie,6077344453,http://www.facebook.com/EastSideMarketElmiraNY/,Friday  3pm-6pm,June 19-October 9,M,Y,Y,N,Y,42.08905,-76.7922,"(42.08905, -76.7922)"
Monroe,Westside Farmers' Market,"St. Monica's Church parking lot, 831 Genesee St. Rochester",831 Genesee St,Rochester,NY,14611,Jackie Farrell,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7pm,June 9-October 13,M,Y,Y,N,Y,43.134058,-77.636523,"(43.134058, -77.636523)"
Kings,Project EATS H&H Farmacy Farm Stand,"2094 Pitkin Avenue Brooklyn, East NY Health+ Hospital",2094 Pitkin Avenue,Brooklyn,NY,11207,Shevan Durant,2126121528,http://www.projecteats.org,Wed  10am-3pm,August 8-November 18,M,Y,Y,N,Y,40.67194,-73.89534,"(40.67194, -73.89534)"
Kings,Harvest Home Coney Island Farm Stand,Ocean Parkway btwn Ave. Z & Shore PKWY.,Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,June 17 - November 25,M,Y,Y,N,Y,40.58669,-73.96578,"(40.58669, -73.96578)"
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Mon-Sat  10am-6pm,May 6-November 25,P/M,Y,Y,N,Y,44.67107,-74.90401,"(44.67107, -74.90401)"
Monroe,Kirby's Farm Market,9739 Ridge Road Brockport,9739 Ridge Rd,Brockport,NY,14420,Linda Kirby,5856372600,,"Mon-Sat 9am-7pm  , Sunday  10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,43.25194,-77.98451,"(43.25194, -77.98451)"
Orange,Sleepy Hills Orchard Farm Stand,1328 Route 284 Johnson,1328 Route 284,Johnson,NY,10933,Amy King,8457263797,http://www.sleepyhillsorchard.com,Daily 9am-6pm,July 8-November 25,M,Y,N,N,Y,41.35818,-74.50442,"(41.35818, -74.50442)"
Nassau,Sea Cliff Farmers Market,Creative Arts Studio - 256 Sea Cliff Ave. Sea Cliff,256 Sea Cliff Ave,"Sea Cliff,",NY,11579,Amy Peters,5163185487,https://www.facebook.com/seaclifffarmersmarket/,Saturdays 12-4 PM,"November 2- April 25, 2020",M/X/W/P,N,N,N,Y,40.84926,-73.64623,"(40.84926, -73.64623)"
Ontario,Canandaigua Farmers' Market,167 Mill St.,167 Mill Street,Canandaigua,NY,14424,Brian Howell,5854064771,http://www.canandaiguafarmersmarket.com,Sat  8:30am-12:30pm,June 6-October 31,M,Y,N,N,Y,42.8857,-77.27849,"(42.8857, -77.27849)"
Albany,Empire State Plaza Wed Farmers' Market,"Empire State Plaza, (Winter inside South Concourse TBD)",170 State St,Albany,NY,12210,Nicholas DeBlois,5184863966,http://www.ogs.ny.gov,Wednesday  10am-2pm,July-October,M,Y,Y,N,Y,42.65068,-73.758,"(42.65068, -73.758)"
Montgomery,Haven of Hope Farm Stand,19 Cemetery St. Fonda,19 Cemetery Street,Fonda,NY,12068,Pat Brooking,5185223342,http://www.havenofhopefarm.org,"Fri/Sat 9am-4pm, Sunday 12pm-2pm",April 3-December 23,P/M/X,Y,Y,N,Y,42.95627,-74.36841,"(42.95627, -74.36841)"
Monroe,Curbside Market-EL Towers,"Southview Towers, 500 South Ave. Rochester",500 South Ave,Rochester,NY,14620,Andrea Cuzenz,5854134069,http://www.foodlinkny.org,Tue  4:30pm-6pm,July 7-December 15,M/X,Y,Y,N,Y,43.1465,-77.60524,"(43.1465, -77.60524)"
Niagara,Huntington Farm Stand I,9715 Ridge Rd. Middleport,9715 Ridge Rd.,Middleport,NY,14105,Dan Huntington,7163930590,,Daily 9am-7pm,June -October,M,Y,N,N,Y,43.24672,-78.48848,"(43.24672, -78.48848)"
Albany,Veggie Mobile-Center for Disability,700 South Pearl Street Albany,700 South Pearl Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,Y,Y,Y,Y,42.63003,-73.76585,"(42.63003, -73.76585)"
Rockland,Palisades Indoor WINTER Farmers' Market,"Palisades Community Center, 675 Oak Tree Rd",675 Oak Tree Rd,Palisades,NY,10964,Carol Baxter,8453593988,http://www.palisadesfm.org,Saturday  9am-1pm,December 7-May,W/P,N,N,N,Y,41.011524,-73.917671,"(41.011524, -73.917671)"
Queens,Jackson Heights Greenmarket,79th St. btw 34th Ave. & Northern Blvd.,78-99 34th Ave,Jackson heights,NY,11372,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/queens/jackson-heights,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.7535,-73.88791,"(40.7535, -73.88791)"
Allegany,On the River Farm Stand,7579 Route 19 Belfast,7579 Route 19,Belfast,NY,14711,Stephen Demarte,7165605594,,"Mon-Fri 3pm-6pm, Sat/Sun 12pm-6pm",June-November,M,Y,N,N,Y,42.34485,-78.11563,"(42.34485, -78.11563)"
Wayne,Newark Farmers' Market,"303 East Ave , Alex Eligh Community Center Parking lot",303 East Avenue,Newark,NY,14513,Andrew Bodine,3158791120,http://www.facebook.com/newarkfarmersmarket,Thursday  2pm-6pm,June 25-October 22,M,Y,Y,N,Y,43.04412,-77.09252,"(43.04412, -77.09252)"
Kings,Bartel-Pritchard Square Wed Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,Y,Y,N,Y,40.6616,-73.97939,"(40.6616, -73.97939)"
Monroe,Curbside Market-Seneca Apartments-Geneva,529 Exchange St Geneva 14456,529 Exchange St,Geneva,NY,14456,Andrea Cuzenz,5854134069,http://www.foodlinkny.org,Fri 1:45pm-2:45pm,July 10-December 18,M/X,Y,Y,N,Y,42.86669,-76.98159,"(42.86669, -76.98159)"
Erie,Groundwork Market Garden Farm Stand,1698 Genesee St.  Buffalo,1698 Genesee St.,Buffalo,NY,14211,Mayda Pozantides,7169087396,http://www.groundworkmg.com,Tuesday  4pm-7pm,June 9-October 27,M,Y,Y,N,Y,42.91092,-78.81813,"(42.91092, -78.81813)"
Monroe,Curbside Market-Charlotte Harbortower II,60 River St. Rochester,60 River Street,Rochester,NY,14612,Andrea Cuzenz,5854134069,http://www.foodlinkny.org,Fri 4:15pm-5:30pm,July 10-December 18,M/X,Y,Y,N,Y,43.2444,-77.61607,"(43.2444, -77.61607)"
Cayuga,Badman's Bushel Basket,14698 Route 90  Cortland,14698 Route 90,Cortland,NY,13045,Scott Badman,6077495233,,"Tue-Sat  9am-6:30pm, Sun 9am-5pm",May 5-October 30,P/M,Y,N,N,Y,42.63978,-76.27522,"(42.63978, -76.27522)"
Kings,Borough Park Greenmarket,4910 14th Ave. btwn 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 2-November 19,M,Y,Y,N,Y,40.6337,-73.98992,"(40.6337, -73.98992)"
Albany,New Covenant Farmers' Market,"New Covenant Presbyterian Church, 916 Western Ave. Albany",916 Western Ave,Albany,NY,12203,Katy Stenta,5184828063,http://www.facebook.com/NewCovenantFarmersMarket/,Tuesday  3pm-6pm,May 19-September 29,P/M,Y,N,N,Y,42.67228,-73.81026,"(42.67228, -73.81026)"
Herkimer,Dolgeville Farmers' Market,"Plowe Park, Corner of South Main and Cramer Lane",South Helmer Avenue,Dolgeville,NY,13329,Christin Reynolds,3158684557,http://www.facebook.com/DolgevilleFarmersMarket/,Saturday  9am-1pm,June 6-October 10,M,Y,N,N,Y,43.10057,-74.7755,"(43.10057, -74.7755)"
Delaware,Delhi Farmers' Market,Courthouse Square Main St.,Main St and Court St,Delhi,NY,13753,Meg Kennedy,6072938128,http://www.facebook.com/DelhiFarmersMarket/,Wednesday  9am-2pm,June 3-September 30,M,Y,N,N,Y,42.27744,-74.91673,"(42.27744, -74.91673)"
Chautauqua,Anderson's Produce Farm Stand,3058 Terry Rd.  Sinclairville  off Route 60,3058 Terry Road,Sinclairville,NY,14782,Barb Swan,7169622514,http://www.freshlocalwny.org/andersons_produce,Fri/Sat/Sun 12pm-5pm,July 24-October 31,M,Y,N,N,Y,42.22834,-79.2554,"(42.22834, -79.2554)"
Herkimer,Northshire Farm Farm Stand,1067 US Highway 20 West Winfield,1067 US Highway 20,West Winfield,NY,13491,S. James Grillo,3157256226,http://www.northshirefarmstore.com,Daily 9am-7pm,June 1-December 1,M/X,Y,N,N,Y,42.89471,-75.14503,"(42.89471, -75.14503)"
Bronx,Harvest Home Co-op City Farm Stand,Asch Loop & Aldrich St.,199 Aldrich St.,Bronx,NY,10475,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 17 - November 25,M,Y,Y,N,Y,40.87025,-73.83097,"(40.87025, -73.83097)"
Erie,MAP Mobile Market-Buffalo Promise,"3251 Bailey Ave Buffalo,  at Dartmouth Ave Vacant Lot",3251 Bailey Ave,Buffalo,NY,14215,Danielle Rovillo,7168825327,http://www.mass-ave.org,Tuesday 3pm-5pm,June 23-October 27,M,Y,Y,N,Y,42.9433,-78.8134,"(42.9433, -78.8134)"
Cortland,Valley View Farms Farm Stand,"44 James St Homer, at Old Homer House",44 James St,Homer,NY,13077,Joan Franklin,6077493424,,Thursday 1pm-5pm,August 6-October 31,M,Y,N,N,Y,42.63646,-76.18335,"(42.63646, -76.18335)"
Sullivan,Sullivan Fresh Market on the Move-Loch Sheldrake,"Route 52 & Hasbrouck Rd. , Lock Sheldrake public parking lot",Hasbrouck Rd.@ CR52,Lock Sheldrake,NY,12788,Michelle Proscia,8452926180,,Wednesday 3pm-5pm,July 1-Septebmer 30,M,Y,Y,N,Y,41.75888,-74.60189,"(41.75888, -74.60189)"
Hamilton,Indian Lake Community Farmers' Market,Indian Lake Central School  6345 NY Route 30,Route 28 and Route 30,Indian Lake,NY,12842,Brenda Valentine,5186485636,http://www.facebook.com/IndianLakeFarmersMarket/,Saturday  10am-2pm,July 4-September 26,M,Y,N,N,Y,43.78247,-74.26541,"(43.78247, -74.26541)"
Queens,Elmhurst Hospital Greenmarket,79-11  41st Ave. btwn 80th & 81st Sts.,41st Ave and 80th St,Elmhurst,NY,11373,Siobahn Keys,2127887476,http://www.grownyc.org,Tuesday  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.7458,-73.88548,"(40.7458, -73.88548)"
Franklin,JCEO MM-Rainbow Park,"2454 Chateaugay St Fort Covington, Fire Dept Parking lot",2478 Rte 37,Fort Covington,NY,12937,Richard LaVigne,5183194028,http://www.jceo.org,Tue  12:15pm-2:00pm,June 9-October 13,M,Y,Y,N,Y,44.98837,-74.49625,"(44.98837, -74.49625)"
Oneida,City of Utica Farmers' Market,Chancellor Park Elizabeth St.,Bleeker St and 1st St,Utica,NY,13501,Thalia Hunter,3157920114,,Wednesday  8am-5pm,June 24-October 28,M,Y,Y,N,Y,43.10043,-75.22483,"(43.10043, -75.22483)"
Chenango,Friday Community Farmers' Market,East Park Norwich,East Park Place,Norwich,NY,13815,Carol Eichler,6073347674,,Friday/Sat  8am-4pm,May 1-November 30,P/M,Y,N,N,Y,42.53184,-75.5229,"(42.53184, -75.5229)"
Oswego,Fulton Farmers' Market,"Canalview Mall Parking Lot , Off Route 41 Fulton",Canalview Mall,Fulton,NY,13069,Sara Broadwell,3153437681,,Saturday  8am-12pm,June 13-October 10,M,Y,Y,N,Y,43.3111,-76.40499,"(43.3111, -76.40499)"
New York,57th Street Saturday Greenmarket,475 W 57th St. @ 58th St.,891 Tenth Ave,New York,NY,10019,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-5pm,June 6-November 21,M,Y,Y,N,Y,40.76943,-73.98835,"(40.76943, -73.98835)"
Suffolk,HOG Farm Stand-Brookhaven,319 Beaverdam Rd. Brookhaven,319 Beaverdam Rd,Brookhaven,NY,11719,Lauren Napoli,6317902561,http://thehogfarm.org,"M/W/F 3:30pm-6:30pm, Saturday  9am-1pm",May 20-December 20,P/M/X,Y,Y,N,Y,40.77329,-72.90525,"(40.77329, -72.90525)"
Otsego,Cooperstown Saturday Farmers' Market,101 Main St. in Pioneer Alley near Keybank,101 Main St,Cooperstown,NY,13326,Ellen Pope,6075478881,http://www.cooperstownfarmersmarket.org,"Saturday 9am-2pm, 10am-2pm (Jan-Apr)",Year-round,YR,Y,Y,N,Y,42.70001,-74.92526,"(42.70001, -74.92526)"
Suffolk,Country Fresh Tanger Outlets Farmers' Market,152 The Arches Circle  Deer Park,152 The Arches Circle,Deer Park,NY,11747,Mary Schneider,6316735844,,Saturday  10am-3pm,June 6-October 31,M,Y,N,N,Y,40.76307,-73.30507,"(40.76307, -73.30507)"
Columbia,Kinderhook Farmers' Market,Kinderhook Village Square 1 Hudson St,US Route 9 and Hudson St,Kinderhook,NY,12106,Kim Voltz,5187559293,http://www.kinderhookfarmersmarket.com,Sat 8:30am-12:30pm,May 9-October 10,P/M,Y,N,N,Y,42.3954,-73.69817,"(42.3954, -73.69817)"
New York,Rockefeller Center Wed Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,July 15-August 19; Sept 30-October 21,M,Y,Y,N,Y,40.75907,-73.97846,"(40.75907, -73.97846)"
St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 1A North Main St. Route 37",1A North Main Street,Hammond,NY,13646,Lori Thistle,3153245032,http://www.facebook.com/thehammondfarmersmarket,Wednesday  3pm-6pm,June 19-September 18,M,Y,Y,N,Y,44.45118,-75.69312,"(44.45118, -75.69312)"
Sullivan,Liberty Farmers' Market,119 N Main Street   Creekside Park,119 N Main St,Liberty,NY,12754,Beth Sullivan,8454391230,http://www.catskillmountainkeeper.org,Friday 3pm-6pm,June 19-September 11,M,Y,Y,N,Y,41.80129,-74.74684,"(41.80129, -74.74684)"
Washington,Cambridge Valley WINTER Farmers' Market,"Lovejoy Building , 5 Washington Street",5 Washington Street,Cambridge,NY,12816,Lindsay Fisk,5185389467,http://www.cambridgevalleyfarmersmarket.com/,Sunday  10am-2pm,Nov 1-December 20,M/X,Y,N,N,Y,43.02872,-73.37955,"(43.02872, -73.37955)"
Essex,Drinkwine Produce Farm Stand,Route 9N & 22 Street Road Ticonderoga,Route 9N and 22 Street Road,Ticonderoga,NY,12883,Henry Drinkwine,5185856346,,"Mon-Sat  10am-6pm, Sun 10am-6pm",July 18-October 30,M,Y,N,N,Y,43.88032,-73.44955,"(43.88032, -73.44955)"
Oswego,Oswego Farmers' Market,West 1st btwn Bridge & W. Oneida St.,West Bridge St and West 1st St,Oswego,NY,13126,Sara Broadwell,3153437681,http://www.facebook.com/oswegofarmmarket,Thu  4:15pm-7:45pm,June 11-October 8,M,Y,Y,N,Y,43.45656,-76.51127,"(43.45656, -76.51127)"
Clinton,Prays Family Farm Stand -Tupper Lake,89 Demars Blvd. Tupper Lake,89 Demars Blvd.,Tupper Lake,NY,12986,Darcy Pray,5188347437,,Saturday 9am-4pm,June 20-October 31,M,Y,N,N,Y,44.23305,-74.46489,"(44.23305, -74.46489)"
Monroe,Webster's Joe Obbie Farmers' Market,Webster Town Center  1028 Ridge Road,1028 Ridge Road,Webster,NY,14580,Jason Bliek,5852611533,http://www.webstersjoeobbiefarmersmarketinc.org,Saturday 8:30-1pm,June 13-October 31,M,Y,N,N,Y,43.20964,-77.45416,"(43.20964, -77.45416)"
Essex,Mountain Weavers' Farm Store,4322 Main Street Port Henry,4322 Main Street,Port Henry,NY,12974,Pam Munson,5185463386,http://www.mountainweaversguild.com,Mon-Fri 8am-4pm,Year-Round,YR,Y,Y,N,Y,44.04849,-73.45958,"(44.04849, -73.45958)"
Schenectady,Veggie Mobile-Summit Towers,720 Albany St. Schenectady,720 Albany street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,Y,Y,42.80923,-73.93822,"(42.80923, -73.93822)"
Schoharie,Schoharie Co. Festival Sat Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 E. Main Rt. 7E,Cobleskill,NY,12043,Donna Olsen,5182842609,,Saturday  10am-2pm,July 11-October 10,M,Y,Y,N,Y,42.68005,-74.46673,"(42.68005, -74.46673)"
Madison,Cazenovia WINTER Farmers' Market,American Legion Hall 26 Chenango St,26 Chenango Street,Cazenovia,NY,13035,Tricia Park,3157202141,http://www.cazenoviachamber.com,3rd Saturday  10am-1pm,November 1-March 1,M/X/W/P,N,N,N,Y,42.92467,-75.85168,"(42.92467, -75.85168)"
